"","id","original","processed"
"6077","6077","Al Sharpton went to Ferguson, Mo., and is ""declaring as a matter of fact that ... Michael Brown didn't use any deadly force or posed no deadly threat to the officer.""","sharpton went ferguson mo. declaring matter fact ... michael brown n't use deadly force posed deadly threat officer megyn kelly"
"6078","6078","Says President Barack Obama released a statement on the ""death of brother Robin Williams before ... a statement on brother Michael Brown.""","says president barack obama released statement death brother robin williams ... statement brother michael brown cornel west"
"6079","6079","""The United States is the only industrialized country that does not guarantee paid time off to care for a new child.""","the united states industrialized country guarantee paid time care new child don beyer"
"6080","6080","Police in the United States are allowed to use tear gas even though it ""has been classified as a chemical weapon and banned in international conflict since 1993.""","police united states allowed use tear gas even though classified chemical weapon banned international conflict since facebook posts"
"6081","6081","Says Sen. Jeanne Shaheen’s ""wealth has surged while in public office.""","says sen. jeanne shaheen wealth surged public office ending spending action fund"
"6082","6082","In the latest jobs numbers Wisconsin ""ranked third in the Midwest.""","latest jobs numbers wisconsin ranked third midwest scott walker"
"6083","6083","Says Tom Cotton ""voted against preparing America for pandemics like Ebola.""","says tom cotton voted preparing america pandemics like ebola mark pryor"
"6084","6084","Obamacare ""cuts seniors’ Medicare.""","obamacare cuts seniors medicare gillespie"
"6085","6085","""The pension fund in the city of Providence is only 30 percent funded, about the same level as when he [Taveras] took office.""","the pension fund city providence percent funded level taveras took office gina raimondo"
"6086","6086","After merging with Tim Hortons of Canada, Burger King is ""not moving. … Our headquarters will remain in Miami"" and ""(we) will continue to pay all of our federal, state and local U.S. taxes.""","after merging tim hortons canada burger king moving our headquarters remain miami continue pay federal state local u.s taxes burger king"
"6087","6087","A Muslim immigrant in Michigan can list his second, third or fourth wives as ""extended family"" and qualify for welfare.","muslim immigrant michigan list second third fourth wives extended family qualify welfare chain email"
"6088","6088","""McDonald’s hamburgers are only 15 percent ‘real beef.’ The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer.""","mcdonald hamburgers percent real beef. the percent meat filler cleansed ammonia causes stomach intestinal cancer facebook posts"
"6089","6089","Says he holds the record for ""most appearances on 'Meet the Press'.""","says holds record appearances 'meet press john mccain"
"6090","6090","""Big Oil gave Scott Brown $454,260.""","big oil gave scott brown 454,260 jeanne shaheen"
"6091","6091","On tax inversions, the Wall Street Journal ""surprisingly attacked this tax scheme.""","tax inversions wall street journal surprisingly attacked tax scheme chris matthews"
"6092","6092","""In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.""","corporate income tax accounted percent federal tax revenue today despite record-breaking profits corporate taxes bring less percent bernie sanders"
"6093","6093","Georgia can substantially increase its funding for education by going after $2.5 billion in uncollected taxes.","georgia substantially increase funding education going 2.5 billion uncollected taxes jason carter"
"6094","6094","A Scott Rothstein victim says that he was ""swindled"" by Charlie Crist.","scott rothstein victim says swindled charlie crist rick scott"
"6095","6095","""Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.""","over donations raised als ice bucket challenge going fundraising overhead executive salaries external donations bloggers"
"6096","6096","""We have a goal of 10 percent of [City of Providence] contracts going to women and minority businesses. In reality, less than 1 percent of contracts go to women and minority businesses.""","goal percent city providence contracts going women minority businesses reality less percent contracts women minority businesses jorge elorza"
"6097","6097","""As chair of the Senate Education Committee, I led the charge to restore most of the education cuts from last session.""","chair senate education committee led charge restore education cuts last session dan patrick"
